Review,Date,Month,Year,Sentiment Score
"the unit shows 0 bytes, in a PC or the phone. it keeps dismounting also. I got a replacement and it did the same thing. Not sure what is going on but it looks like a Chinese counterfeit case. I have seen this happen more and more lately. Amazon seems to be a major portal for these hings, it makes sense with a such a large retailer, they cant check everything.",12-10-13,October,2013.0,1
"I do not get the advertised speed of 30MB/s, more like a 200-300KB/s on my Galaxy S4. At least it gives me a lot of extra storage space, for a phone it works nicely if you don't need to transfer big files.",14-03-14,March,2014.0,3
"I originally bought a Samsung equivalent and then my phone was stolen, so I made the switch.  I have done some research and realized the class 10 and the SDXC are very important as it is the quickest rate of transfer.  However when you read Samsung's description and this one, Samsung claims 80 mbps and SanDisk has 30 mbps, after using both they are identical.  The class and the sdxc are the most important, they are almost absolutely identical.  Samsung's equivalent is $65 and this was under $50.  I haven't noticed a bit of difference, besides that maybe this mircosd card is a bit quicker and easier to move files around.  I store a lot on my phone, which is a Samsung Note 3, this works beautifully.",22-01-14,January,2014.0,1
I own MULTIPLE of these cards for my phones and devices and haven't ever had a problem.  Would buy again if I ever needed one for another device.,25-11-13,November,2013.0,5
"It is so hard to imagine that you can have 32 GB is something smaller than a postage stamp, yet here it is.I bought this card to work with my Call of Duty Ghosts Tactical Camera and it works perfectly.  The camera came with a 4 G card which I filled in just over an hour at the local Kart track.  I missed the last bit of our race due to insufficient capacity.  The battery was still going strong so I needed more card for recording my adventures.This card fits the bill nicely.As a UHS Speed Class 1 (roughly equiv Class 10) card this SD card is quite capable of any photographic or video need up to Full HD (not 2k or 4k).  I use a similar card in my Canon 60D and am able to hold around 700 raw images, and a few hours of HD video.Here are some benchmarks for comparison including this card.MacBook Pro Retina SSD430 MB/s write323 MB/s readGeneric Class 6 4GB (Came with Ghost Camera)9.8 MB/s write21 MB/s readSanDisk Extreme Class 10 8GB21 MB/s write23 MB/s readThis Card San Disk Ultra UHC 112 MB/s write45 MB/s readWhat does this mean?  It means that you should have no trouble recording HD video reliably with this card.  Your camera will be able to save pictures quickly to this card so it is ready to take the next shot.  If you fill the card completely it will take roughly 12 minutes to copy all the data off of the card, assuming the device you are copying to can keep up.The tests were done in the built in SD card drive of the MacBook Pro using the included SD Card Adapter.Based on my tests, I would say that if you don't really need a Micro SD, then you should buy a standard SD card, your performance might be better and the price should be lower.  However, if you think you need or might need a Micro SD down the road, this is a suitable solution.",26-11-13,November,2013.0,5
"had it in my samsung tablet and it went bad after 2 months, wont let me reformat or read it or do anything with it. money down the drain.",03-05-14,May,2014.0,1
I use the card with GoPro Black Edition and it is just enough to record some action while horse riding. I have always used SanDisk as recording cards and I am happy with the quality I get.,09-01-13,January,2013.0,5
"Purchased this for new Samsung S4 Active smart phone.  It worked perfectly, just installed it, no need to reformat.  I've put the amazon.com URL and description below with frustration free packing part number:SDSDQU-064G-AFFP-ASanDisk Ultra 64 GB MicroSDXC Class 10 UHS-1 Memory Card with AdapterB009QZH6JS",09-03-13,March,2013.0,5
"I got this for the Sports-Vue 360HD action camera. It works fine. It came with a converter to standard SDHC size/format. I used that to transfer files from the video camera to my XP pro PC. It does fine. I left the card in its FAT32 format and it works without a hitch. It's very small, so you must exercise care not to set it down or drop it and lose it. I'm happy with this item and would recommend it/purchase it again. In fact, I purchased 2.",23-12-12,December,2012.0,4
"I bought this sundisk memory card for my knew cellphone and it is fantastic, it stores all my cell contacts and leave much space to store any apps or programs I want, I recommend it with all my hurt.",01-04-14,April,2014.0,5
"I got this for my Galaxy S4 so I could store most of my music. It works great. Easy to install (duh), worked out of the box (good), and transfer speeds seem to be very fast. I need to get another one for my Galaxy Note 10.1 2014 Edition.",27-01-14,January,2014.0,5
Was purchased to expand memory in a tablet.  It works well in my a tablet and can be used in a camera using the adapter.,07-05-13,May,2013.0,5
"I bought this as a gift for a co worker he went from 512 megs to 32 gigs what a difference. Although it will take him a while to fill it up, he still enjoys it compared to his old one.",01-08-14,August,2014.0,4
I bought this as additional memory for my ten inches samsung tab and i happy with it and noe have more storage,20-02-14,February,2014.0,5
"I got the micro sdcard 64gig, I reformated to fat32 and works very well on my galaxy s2 i9100 with no problems at all, thanks:DEDIT: After 7 months of using this memory card, now i tried to format it but it wouldn't, i tried about 5 different methods and none of them worked, i wouldn't recommend buying this one: SanDisk Ultra 64GB MicroSDXC Class 10 UHS Memory Card Speed Up To 30MB/s With Adapter, Frustration-Free Packaging - SDSDQU-064G-AFFP-A. Avoid buying it or you will experience problems in half a year.",27-12-13,December,2013.0,1
"Still working fine in my Galaxy SII.  No complaints.  I do have a complaint about my Galaxy occasionally erasing everything on it, but I'm sure that's not the card's fault.",03-08-14,August,2014.0,4
Works just fine installed on my new MS Surface Pro...too bad Windows 8 user experience is lacking! Delivered and works as expected from SanDisk.,05-11-13,November,2013.0,4
"I got this for my Samsung Galaxy Note. After reading various reviews and comparing different micro SD cards, I decided to get this. One of the main reason was because of the speed of this card (UHS-1). The card has been good to me and I'm happy with my purchase.",12-08-12,August,2012.0,4
"Perfect for my GoPro. The size is enough, and the speed (class 10) is what I need to have perfect records, and perfect plays. I don't need the adapter, but it cames in hand for use when sharing the images with friends or backing up on my netbook.",05-01-13,January,2013.0,5
"the price is good, it worked as expected, there is not much more to say about it. Have not tested the adapter.",20-06-14,June,2014.0,4
Gives you more memory for your Tablets that accept Micro SD cards.  Just that simplethis is very good quality.,01-03-14,March,2014.0,5
"I purhased this thinking I was getting an amazing deal.  The price was right, the product was not.  After a few months I am unable to delete or add files, pics or music to this microsd card.  I am only using 28gb of space on it.  I cannot add anything, nor delete anything, it won't even allow me to format it and start fresh.  I am not happy with this product and extremely disappointed.  I use my phone a lot and store music and pictures on my phone for various purposes.  I would recommend buying another 64gb microsd card.  One that is more reliable.",13-08-13,August,2013.0,1
"I have a GoPro 3 camera with which the cards (64Gb and 32Gb editions) work perfect.Formatting went perfect, movie recording and picture taking without any problem for the last 6 months now.However, I tried to use it in a Contour+ and the Contour GPS and both cameras are unable to use the cards, I presume these cards do not fit the Contour specifications (unable to format, no way to record on the card).So make sure the card is compatible for its intended use.",19-05-13,May,2013.0,3
The recommended card for GoPro cameras. That's what I use it for and it works great providing outstanding performances and great quality.,21-04-14,April,2014.0,5
Love it!!  Been using this card for six-months now and it hasn't failed me yet!  So far I wiped it once from use in a mp3 player to a 3ds memory card and it has performed flawlessly.  The price is actually lower now than when I first purchased so go ahead and purchase one with no regrets!,07-11-14,November,2014.0,5
I got this while it was on a deep sale here on Amazon. I couldn't pass it up. It comes with an standard SD card adapter so it'll work in your computer or anywhere else you can stick an SD card. It hasn't had any faults and does the job.,09-01-13,January,2013.0,5
"I bought this for my Microsoft Surface Pro, and it works great and is really fast. It also comes with the adapter so I can use it with my camera. I would definitely recommend it, besides its a really good price!",06-11-13,November,2013.0,5
Not much to say about his SanDisk mIcroSD card. I needed something with more storage and it serves it's purpose.,03-01-13,January,2013.0,3
Does exactly what it is supposed to.  Plenty of storage for me GPS.  Price was not too high either.  Would recommend.,31-07-13,July,2013.0,4
I bought this to use in my Chromebook with a short SD card adapter.  I can transfer a 1 Gbt file from the SD card to my USB 3.0 flash drive in about a minute.,22-05-14,May,2014.0,5
"I needed a bit more storage in my Galaxy Note II, this has worked perfectly.  I have not run into any problems, other than finding out that my phone does not allow moving applications to the card due to limitations that have been added to the newer versions of Android",09-06-13,June,2013.0,5
"I got it for my Galaxy S4 and it works well. It has a good speed and good space which is something I definitely needed. Sometimes it has a hard time getting recognized in my computer, but I always find a way to make it work. It will not do NTFS, but its not necessary for my purposes.",23-03-14,March,2014.0,4
"I put this in my Verizon Samsung Galaxy Stellar and it works perfectly. This is an easy way to add memory for pictures, music and apps, etc, to the phone",03-10-13,October,2013.0,5
"I have always had good luck with SanDisk products and am pleased with this memory, reliable and looks cool too.",31-01-13,January,2013.0,5
"Fast and Lots of storage, not a flimsy card either. Fells like its build tough. I would definitely recommend this to a friend. Side note, if your device supports it and you can afford it, get the 64GB. Youll appreciate NEVER changing out ur card.",14-10-13,October,2013.0,4
"Great SD card. I use it in a Galaxy S3, and have no complaints.Its quite fast, and works. I don't know what else to say.You can't go wrong with SanDisk.",24-06-13,June,2013.0,5
"I am not using it to shoot continuous HD video or anything, i just wanted a fast one so it wouldn't take so long to copy movies and large files onto it. It works very well for a great price.",25-05-13,May,2013.0,4
I have bought it for around 6 months. It works good so far & both read / write speed meet the described specification.,28-05-13,May,2013.0,5
I'm using this card in a phone and so far I have no complaints. Access to the card by the camera and other applications seems fast enough.,17-07-13,July,2013.0,5
Works well. Beware some of these SD cards are not what they say they are. This one is in my Nokia phone. Loaded maps and songs on it. No problem.,19-01-14,January,2014.0,5
"Great card at a great price! Doubled the storage on my new HTC One M8 and now I've got 64 GB total storage on my phone and I have no idea what to do with it all. :PSure beats the 16 GB my iPhone 4s had!Anyway, the card works great and it's speedy to boot!",23-04-14,April,2014.0,5
the micro sd works great as described. but beware that the micro sd adapters are faulty. the micro sd will get stuck in the adapter. you will have to carefully rip apart the adapter to get the micro sd out thus damaging the apapter.,29-06-13,June,2013.0,3
"Purchased in November 2012 (less than 18 months ago)  for use in my then new Samsung Galaxy S3.  It has never been removed from the phone until today when it failed.  Since the phone is still fine and the memory card is stored well inside, it's safe to assume this card has suffered no abuse.  Today, the card is totally unreadable.  It can't be formatted by the phone.  The PC doesn't see it at all.  It's dead, Jim.  I'll be contacting SANDISK about warranty today.UPDATE:  I've updated this from 1 start to 4 because although it failed, SANDISK is replacing it at no charge.  Sometimes stuff fails. If a manufacturer will stand by it, that speaks well.  Nice that because I bought it on Amazon I could search my orders and find the original invoice to use when I contacted them.",04-01-14,January,2014.0,1
"This is just what the tablet needs, it increases the memory up to nearly 100 GB so I will bnever run out of storage space.",23-04-14,April,2014.0,5
Works great with my Samsung Galaxy Tab3. Transfer speeds are excellent with this card.I would recommend this card to everyone.,18-01-14,January,2014.0,5
"Arrived in manufacturers packaging so it looked authentic. I was still sceptical based on reviews I read from others on Amazon, so I called thecustomer service phone number for San disk and they verified it was genuine. You will need a magnifying glass ro see the numbers printed on the back of the card, or alternately you can take a photo of it with your smartphone, I used the Galaxy S3 om Macro or text setting and then enlarged the photo to read the numbers.very happy with this card fast response, have hundreds of photos and songs on this card and it works great.",25-09-12,September,2012.0,5
Hold a lot of stuff for my phone! Used like 6Gigs for my music. And I have it set to use my card for photo and video. Might do movies on it... But who watches movies on a phone....,12-04-13,April,2013.0,5
"its a memory card and has the reputation you expect from SanDisk. I thankfully didn't get a knock off, counterfeit, card because It was bought official threw Amazon. it works as advertized and at full capacity (59~ gigs after formatting, which is to be expected) it has good speed for things like games movies music and photos (view/shooting) I've owned it for about two weeks now and its been reliable giving me no reason to doubt it.if you have a low capacity phone/tablet/device you should buy a card and SanDisk is probably the brand you should go with. the price is rite (through Amazon) and they are backed by both the manufacturer and the distributor with a warranty (Amazon A-Z 30 day, and SanDisk- 6mo parts I think it is) its better than you can get with budget or discount cards you find elsewhere.I recommend this product to customers looking for quality storage space.",12-03-13,March,2013.0,5
Great quality product. Purchased for GoPro Hero 3 and works great with the adapter. Would recommend to anyone buying a camera with micro SD.,01-01-13,January,2013.0,5
"There is not much to say about a micro-SD card, but this one seems to work for me. word, word.",05-01-14,January,2014.0,4
"Performs as it is supposed to. 16gb is quite a lot of storage plus my Samsung Galaxy has 15 gb of internal memory for a total of 32 gb. That's plenty enough to store hundreds of hours of music,",19-04-13,April,2013.0,4
"Purchased 2 of these for my Samsung Galaxy S4 (AT&T). The cards work without any issue; storing games, movies and music on them. I would recommend to anyone and would most definitely purchase these again without hesitation. As always, a big thanks to Amazon for 2 day shipping!",20-09-13,September,2013.0,5
I was amazed at the speed of this sd card on my smart phone the HD video no longer jumps and buffers while recording and the transfer time from pc to phone has decreased dramatically,04-01-13,January,2013.0,2
"I use this for a dash mounted camera for my company car. It is constantly recording and erasing old videos when the card is full. It has been used for nearly 2 years, including cold winters and hot summers, and has never messed up.",22-04-14,April,2014.0,5
"For the price it was a great buy. I would recommend to all. It has a pretty high transfer rate, and comes with an adapter so you don't have to worry about that.",22-07-13,July,2013.0,4
"Ordered this from Amazon and was expecting it to work perfectly like my other 32GB sandisk (in my galaxy s4). However, I was really disappointed that upon placing it in my note 10.1 2014 edition the card become unrecognizable. I tried reformatting on the computer, on the phone, and yet, no prevail. It could be the firmware or current update of android, but the point is that, if other companies can make a card that works, why not do the same? Maybe I got a bad batch, who knows...I went ahead and ordered the G.Skill microsd card and now it's working perfectly. I'm s",03-05-14,May,2014.0,2
I have this sd card for awhile now and I would have to say its awesome. The service was great. The product got to me at a reasonable time. My overall experience is 10/10. Thanks.,07-10-14,October,2014.0,5
I use this in my tablet for extra space and it works as it should. The storage space is awesome and works good i have had a few months now and not having any issues!,03-04-14,April,2014.0,5
"Got this for my galaxy s3, fits well works fine. I moved all my stuff from the phone to the card and working great!",18-03-14,March,2014.0,5
Nothing much to say other than it works just fine and it has great price. Needed another one for my phone after my first one got corrupted after a systems update. Just a tip: If you phone prompts you for an update you might want to take the card out before doing so; I corrupted two cards that way.,19-01-14,January,2014.0,4
"The memory card works well and I have no problem with it. It was one of the cheapest out there. Came with adapter, so that's convenient.",15-02-14,February,2014.0,4
"I bought a class 10 Samsung and returned it after I found out the speed was actually lower than that class. After buying and using many different brands, I have found that this company makes the fastest, highest quality, memory cards. Other companies advertise their cards as being certain classes but they are not up to par. I think $19.99 is a steal; best buy sells this product for $39.99. (As of 7-11-12)The card I recieved must have been a dud. It is broken and my phones are not able to read it. When I try to use it in the computer it says the card is damaged. I will be returning to Amazon.",13-07-12,July,2012.0,1
"Works as specified, received in good condition from Amazon, using since a few months, in a smartphone, it doesn't get better than this if you're using Sandisk in terms of speed and space. You can expect speeds upto 28 MB/sec for WRITE, about 30MB/sec for READ, with the provided adapter, speeds ar always better for both read/write, using smartphone to read/write, speeds would be lesser mostly, but average should be 20mb/sec anyways as per what I've seen and I'm a heavy user, like if there is a 256GB microSDXC available, I would actually buy it, tried the Extreme version with 80mb/sec, costs 2 times of this one, but works similar to this, so dont waste money on name that doesnt deliver, buy this if you're buying to Sandisk",11-02-13,February,2013.0,4
Bought a cheap tablet with no storage. This works fine and is fast. Now I have plenty of external android app storage and also videos to watch.,01-07-14,July,2014.0,5
"does as promised, neat frustration free packaging, didn't run any speed checks but believe in SanDisk quality which is unmatched",26-03-14,March,2014.0,3
"Using this card for my GoPro Hero 3 Black.  No issues to date.  Card was used to video vacation in Palau, Yap, & Guam - underwater video.  So far, no complaints!",17-10-13,October,2013.0,5
Couldn't find this in the local stores. It is what we needed and it was brand new as stated and works great.,27-10-13,October,2013.0,5
Works great with my Galaxy S4. Didn't need to format the card or anything. Just popped the card in and everything worked great out of the box. Transfer speeds are excellent with this card. I would recommend this card to everyone.,12-12-13,December,2013.0,5
"Easy to install and performs per specs.  I have expanded the capacity of my handheld scanner with this product.  The convenience of these micro products is phenomenal!  I began my career in IT in the 70's and can attest to the truly wonderful progress tech has made over the years.  We do more with less--that's innovation, that's capitalism at its best!",01-08-14,August,2014.0,5
I bought this card for my Phone. It gave me the extra storage for my pictures and video that I needed.,22-01-13,January,2013.0,5
"It's fast and not too expensive, Still works after several months, unlike a lot of cheaper cards.  You don't need this fast of a card in most phones if you just access but it makes a world of difference if you do a lot transferring.",22-06-14,June,2014.0,4
"than i expected. I don't know if it would kill any manufacturers to actually have a memory card or stick or device to actually HAVE Available the advertised capacity. Fortunately l learned that the advertised and actual available memory are TWO SEPARATE THINGS before i bought it, always scroll down and read the technical spec of a device or anything before you buy as that way ideally, your actually informed. Let the buyer beware, is more appropriate every day as most things are not exactly as they seem. And if it's food and cheap, it's likely cancer causing and don't feed your body and your car in the same place.",03-02-13,February,2013.0,4
I use in a tablet.  Works perfectly.  Good size / price.  The more capacity ones will come down eventually but this is perfect right now.,04-09-14,September,2014.0,5
"Since there are almost three thousands reviews already, I bet almost everything about reading and writing speeds have been covered. I'll just try to provide some specifics from my experience in case if somebody is searching with these keywords. I've copied some WAV and MP3 files to this card from a fast PC (3.4 GHz, 16GB RAM, 7,200 RPM HDD, 64-bit Win 7, etc.) with a built-in card reader. The card reader maybe my bottleneck. Anyway, the observed average writing speed was around 9.5MB/s.Tried this card in Nokia 3555b. Logically this phone cannot read more than 8GB MicroSDHC cards, but it it. However, it saw the card as being only a 2GB card. Tried inMotorola Flipout Unlocked GSM Quad-Band Android Phone with Bluetooth, Camera, QWERTY Keyboard and Wi-Fi - Unlocked Phone - US Warranty - Black. Played those WAV and MP3 files and it worked very well. Tried inMotorola MB520 Bravo Unlocked Phone with Android OS, 3MP Camera, FM Radio and GPS - US Warranty - Blackwith the same files, and it worked well too. No hiccups. Then inserted (and left it in) inBLU Studio 5.3 II Unlocked Dual Sim Phone with Dual-Core 1GHz Processor, Android 4.1, 5.3-inch IPS Capacitive Touch, and 8MP Camera - U.S. Warranty (Black). So far so good. Will update this review if problems will arise.It was sold and fulfilled by Amazon in a frustration-free packaging. I love this packaging not only because it does not have nasty blister pack that cuts your fingers, but also because it is eco-friendly.",28-03-13,March,2013.0,2
Loving it! Plenty of room to store my media and go back and forth between my pc and tablet.  Also great for storing all my school related texts and documents.,26-12-12,December,2012.0,5
"Had no issues inserting this into an HP tablet and adding photos, music, etc to the memory.  Reads/writes quickly.  Great value.",13-07-14,July,2014.0,5
"I put the 32 GB card in my Galaxy S3 and it is working as well as could be. I popped the SD card into the slot, went to settings-> Storage-> and selected 'format'. That was it. Then I set up an Mp3 folder which was instantly recognized by double twist and now I have tons of storage for music, pics, and more. Great card.",04-12-13,December,2013.0,5
After assuming I was stuck with a number of Micro SD adapters that didn't work I purchased the SanDisk Ultra card and low and behold everything started working. Even my wife's tablet that didn't recognize the SD cards movies started working. Bottom line it just works.,22-04-14,April,2014.0,4
This is working great in my AT&T Galaxy Note. I love having extra storage for my music videos and pictures,24-07-12,July,2012.0,5
"Super fast compared to my other cards. Didn't do any tests, but this is much faster than no name &#34;class 10&#34; cards.",01-08-13,August,2013.0,5
"Like I said, this is a flash drive. It works. There are no data copying or writing speed problems and it performs within manufacturer specs.",24-07-13,July,2013.0,4
"I've noticed something VERY CROOKED online...postage scalpers! Charging $8 bucks to mail out micro sd cards that usually come in a small envelope? I mean COME ON! The FTC needs to crack down on these postage scalpers because they are working in FULL FORCE these days?I'd say a Micro-SD card should mail NO HIGHER than a $1.50 to $3.00 bucks but $8.00s????These crooks ARE DEMENTED! I've just been deleting orders out of my cart & will keep doing so till I find one that WON'T rip me off!Great products come  from Scan Disk but BUYERS BEWARE of these shops who mark these things with high priced postage & then mail it out in a small envelope! and YES almost EVERYONE I've ever ordered came in a small envelope BTW...Shame on you! I think I'll write my congressman about it! [for whatever good that'll do? w/a 10% rating as they NEVER CARE what ""We The People"" want!]Never the less, You all should be fined by the FTC for committing HIGHWAY ROBBERY!  end of review & hopes this helps others speak out against highway robbery via high postage gauging! As said above I'll keep browsing till I find a good store who WON'T commit this crime! As my dad likes to say: There's no honest people anymore!ONE FINAL NOTE: Amazon & all of the other online outlets should stop allowing people to charge what they want for postage & only allow them to ship it at cost! a.k.a price figuring via what the item actually ships for at the PO,FedX &/or UPS!",07-11-13,November,2013.0,1
"I recently upgraded from my trusty Droid X to the Samsung Galaxy S4.Given it's hi-def videos and pictures I wanted a big and fast memory card.This faster card loads the gallery so much faster than one in the X.Otherwise, it's a memory card and it works well.",25-12-13,December,2013.0,4
I have been using this in my Canon camera. it has been working well. over 6000 photos and many videos.,09-12-13,December,2013.0,5
"The first few weeks after I bought this, I had some problems (like my phone can't detect the micro SD card). I tried formatting or repairing the card, but no success. So I returned this to SanDisk and they willingly replaced this in a week. No more questions asked. And since then, I'm still using the 2nd card that I received. No problems until now.",16-08-13,August,2013.0,5
"This memory works great on Surface Pro 2, no problems at all, transfer rates are acceptable. Before the Surface Pro 2's firmware update, the memory was disconnecting itself, I had to take it off and put it on again, but after the firmware update, I have no problems, the memory always stay there.",19-06-14,June,2014.0,5
"I put it into my phone, and now it is like my phone has unlimited storage possibilities on it. Thank you!",26-09-13,September,2013.0,5
"This memory is very fast, perfect for phones, very good product I give it 5 stars and recommend it for all types of use ...",15-10-13,October,2013.0,5
"This is exactly what I was looking for to upgrade the memory of my smartphone. Good transfer speeds to using SanDisk product, and great pricing from Amazon.",18-12-13,December,2013.0,5
A 32Gb micro mem card for the Samsung Galaxy S3 is a great addition to and S3 unit! Never a problem with his card and I can expect a long life out of this memory card too!,12-09-12,September,2012.0,5
"It was for my new Galaxy note 2, I am not sure if I ever need one 64GB, but why not, when these is a bargain for one.",21-01-13,January,2013.0,4
Got for my phone and is awesome.  The card did short out but once contacting SanDisk they had one out to me in a week.  Super awesome customer service.  Will buy more SanDisk items when needed.,18-06-13,June,2013.0,5
"Used as a hard drive on my Asus T100. Really fast, faster than a regular external hard drive. I used to have an old Dell computer that had only 40 gb in it. This was a lot larger and we-orks well in the Asus",18-12-13,December,2013.0,5
I just recently received a new Nook HD+ Tablet as a gift  and wanted to increase the storage capacity as well as convert it to an android base system with the N2A software! This card was compatible and has really increased the flexibility of my new Nook without having to root the system and void my warranty. I can use my new Nook either way. Plus the card was at a reasonable price and really the latest in technology!,30-01-13,January,2013.0,5
"it is extremely small. so small in fact, that it could easily get lost. so i recommend that once it's in, you leave it in. but it's a great idea, to allow the camera's, phone's or any other device to be that much smaller. i've only had it for a short while, but so far so good.",02-10-13,October,2013.0,4
No Samsung Galaxy S3 should be without one!  This should last me until 128 or 256 GB models become available. :)Does NOT fit the iPhone!  No iPhone can accept Micro SD memory upgrades.  Buy a Samsung phone instead!,16-02-13,February,2013.0,1
"I can't say that the applications are loading faster, but I can definitely say that videos and music load much faster in my phone now. I didn't have to reformat the card or anything, just transferred all DATA from old card to this one and popped it in. Considering the small price difference, I'd recommend getting a faster card for sure.",13-11-12,November,2012.0,4
Works great in the car as my music drive.  Holds the entire collection too.  The speed was key for me.,17-12-12,December,2012.0,5
"My original two cards were manufactured in 2012 and over time started affecting the functionality of our phones.  Some internet research resulted in reading another review on Amazon with similar problems and discussed to contact SanDisk support for replacements due to a known silicon bug.  The new cards arrived in about a week and we returned the old cards with the defects.  Only hassle was was trying to read the serial and date codes off of the car, but a phone with 4X zoom made it possible.  SanDisk customer support was easy to work with and the products (new and old) are fast and worked great.",18-05-14,May,2014.0,4
"Formatted in computer, popped in phone and bingo bango Bob's your uncle. Phone recognized right away and I had music transferred in minutes.",09-07-13,July,2013.0,5
I purchased this to use in my Samsung camera and it works great. I take picture and videos with the camera with no issues.,27-02-14,February,2014.0,5
"I use this for my R4 SDHC Dual Core for my 3DS XL. It holds about 30 movies currently, and it also holds a number of different emulators plus games, plus It holds about 150 NDS games on it as well, and I STILL HAVE 5gb of storage left for extra stuff. Simply incredible how they are able to offer that much storage in such a little package. Thank you sandisk for being the foremost leader in Memory technology. My hat goes off to you. And they do it all at an affordable price.",21-05-13,May,2013.0,5
"Got extremely solid speeds with it, no slack on my Android.  Solid Micro SD card with gigantic space.It works.  Awesomely.",20-10-13,October,2013.0,5
"I'm not a heavy user of data but enough that my pictures and music videos wouldn't fit on the factory 4 gig card. You can never have enough memory as it gets used up quick. It has the advertised memory capacity rating and has improved speed on my smartphone and tablet when moving pictures and videos to different folders. No lag compared to the cheap factory memory card. Buy the better card the first time, you won't be regretting it later. Would recommend and buy again",14-03-13,March,2013.0,4
I have used this to store recorded video information from a dash camera.  I have had no problems so far.,09-01-13,January,2013.0,5
"I really want to like these and I do trust SanDisk more than other manufacturers of memory cards. That said, I'm moving on to my 3rd card. Thank you Amazon for having exceptional customer service, or else I'd be very upset.Basically this card will suddenly not allow writing to it anymore. You can't save files to it, you can't delete files from it and you can't event format it. I've tried doing all three in different OS'es and devices with no luck. Doing some reading on the SanDisk forums this seems to be happening a lot with these cards.I'm returning this to Amazon and trying my luck with a different brand to see what happens.",01-03-13,March,2013.0,4
I use this to store all my music pictures and HD video on the limited storage of the surface pro and it simply works! at the price point of below 60$ I think its a steal!,17-04-13,April,2013.0,5
"Perfect card, all you need to keep all the action in this 64gb. I acquired this card for a GoPro camera and fits perfectly, its all you need to capture all the action when you need it.",10-03-13,March,2013.0,5
"Bought this few days after I got my phone and it has great read and write speeds and it seems like taking care of some processing and handling of things within the phone. I changed the settings that every time I take a picture or record a video, it will go automatically to the microsd card. Added most of my movies in this tiny card and it works smoothly.",04-06-13,June,2013.0,5
Fast shipping & delivered as described.Phone did not recognize the card right away. I had to format it as FAT32 on the computer but it showed capacity of 32GB. To get the full capacity I had to format it again on the phone (exFAT format) now shows 64GB.Excellent capacity for lots of media files & documents.,20-09-13,September,2013.0,5
"Purchased this as a memory addition for the Surface. Great way to add all files for a meeting, so the laptop can stay behind. This card is fast enough so you can access files quick. Great Product.",15-05-14,May,2014.0,5
"Nice memory card.  I think 16 gb is the sweetspot for price and size, can't imagine filling it.  I only buy class-10 cards just in case a little speed boost is important.  I have this in an Android 4.2 player, works great.",16-07-13,July,2013.0,4
"This works very well.  It is a class 10 memory card which ALL video cameras like.  Memory that is less than a class 6 plays back on some camcorders with a jerky playback.  Not with this memory chip.  Worth the money and at 64GB of storage lots of video time, photos and music storage.  The added value of the adapter is a plus.  This is a FIVE STAR product.  Art D  Long Island  N.Y.",12-07-12,July,2012.0,5
"randomly erases all my data and asks me to format card on my unmodified unrooted sprint Galaxy SIII ,i dont know how scandisk is selling these,i trusted the brand and it didnt work",30-03-13,March,2013.0,1
As new products evolve they only accept SD and microSD cards. I've had good luck with SanDisk and this is no exception.,05-10-14,October,2014.0,3
"Got this to use with my GoPro, give 2 hours of recording time, once II figured out how to use the camera.",15-08-13,August,2013.0,5
Works in all my sd devices. I bought this one for my smart phone. plug and play! works great. Would definitely recommend this card and the seller to my friends.,05-10-14,October,2014.0,5
"I purchased this to add storage to my Samsung Galaxy Note 3... and it works GREAT!Fast speed, easy snap-in install.  Not a moment's problem.Highly recommend this SanDisk Ultra 32 GB Micro SD to anyone planning to use with Smartphone or Tablet.",31-01-14,January,2014.0,5
"I haven't used it extensively at this point, but it holds my data well...as it should. SanDisk continues to be a solid brand.",20-07-13,July,2013.0,4
I have owned and used this in my Galaxy SIII for a few months now.  I have never had any problems with it.  It is fast.  I never even think about running out of space on my phone now.  It shows up as 29.71 GB total capacity and I still have 22.86 GB left.,26-11-13,November,2013.0,5
"Slipped perfectly into the microSD card slot of my Galaxy Note 2 and was immediately available. No formatting required, and writes to this card are fast enough to use it for video captures. Sweet!",14-01-13,January,2013.0,5
I used this SanDisk Ultra 64 GB microSDXC Class 10 UHS-1 Memory Card 30MB/s to expand my Surface RT and it is really excellent.,29-01-14,January,2014.0,5
Phone missing extra storage space? This was a great purchase and at a great price with Amazon. Would recommend for the movie watcher or photo/music enthusiast.,12-11-12,November,2012.0,4
The card was fast enough for HD video recording with my Sony ActionCam as-15 and it is very durable. Great stuff,27-02-14,February,2014.0,5
"Well not much to say...its a good mmc and its fast enough and that's about all you can ask for, using for more storage on my tablet.Update: stopped working after a while, computer said the mmc had an error and after an hour I could not fix, it became locked and would not unlock with any sd adapters I used and because its locked it would not format or erase and wouldn't even read because of the error. It stopped working after amazons very short return policy so I was out of luck with them, luckily SanDisk has a very long (10-lifetime) for its ultra brands, even though it was a hassle and all through email only I got a replacement and that's why I only took one star off",14-03-13,March,2013.0,2
"Reliable and inexpensive. However, it's quite slow, far, far slower than the 64GB samsung pro microsdxc. The Samsung works well for interactive use while I would only use this Sandisk card for applications where speed isn't important.",30-11-13,November,2013.0,3
this sd card is very compatible with samsung galaxy s4I recomended it to all galaxy s4 owners &#62;&#62;&#62;&#62;regards,25-08-13,August,2013.0,5
"Good quality. I've been using it several devices (phone, tablet, and computer) with no troubles at all. Glad I chose this one.",10-08-13,August,2013.0,5
