Product_Name,Product_Price,Review,Date,Month,Year,Sentiment Score
Sument USB Decoration Star Light Projector LightDisco LightCar Night Lamp Decorations With Bedroom Romantic Mood Atmosphere Fit Car Party and More Shower Laser LightBall Diameter 15 cm,155,worst,14-03-13,March,2013,1
Sument USB Decoration Star Light Projector LightDisco LightCar Night Lamp Decorations With Bedroom Romantic Mood Atmosphere Fit Car Party and More Shower Laser LightBall Diameter 15 cm,155,very bad quality,30-11-13,November,2013,1
Sument USB Decoration Star Light Projector LightDisco LightCar Night Lamp Decorations With Bedroom Romantic Mood Atmosphere Fit Car Party and More Shower Laser LightBall Diameter 15 cm,155,bad product,25-08-13,August,2013,1
Sument USB Decoration Star Light Projector LightDisco LightCar Night Lamp Decorations With Bedroom Romantic Mood Atmosphere Fit Car Party and More Shower Laser LightBall Diameter 15 cm,155,good product recommended,10-08-13,August,2013,5
Sument USB Decoration Star Light Projector LightDisco LightCar Night Lamp Decorations With Bedroom Romantic Mood Atmosphere Fit Car Party and More Shower Laser LightBall Diameter 15 cm,155,dont buy after two days its not brite,02-11-14,November,2014,1
Sument USB Decoration Star Light Projector LightDisco LightCar Night Lamp Decorations With Bedroom Romantic Mood Atmosphere Fit Car Party and More Shower Laser LightBall Diameter 15 cm,155,very nice,10-01-13,January,2013,4
Sument USB Decoration Star Light Projector LightDisco LightCar Night Lamp Decorations With Bedroom Romantic Mood Atmosphere Fit Car Party and More Shower Laser LightBall Diameter 15 cm,155,worst product and it is not working,03-02-14,February,2014,1
Sument USB Decoration Star Light Projector LightDisco LightCar Night Lamp Decorations With Bedroom Romantic Mood Atmosphere Fit Car Party and More Shower Laser LightBall Diameter 15 cm,155,on st use it was good but after a while the light got dimmed so what i understand is it cant operate for long time also the light is not wide spread,30-07-13,July,2013,1
Sument USB Decoration Star Light Projector LightDisco LightCar Night Lamp Decorations With Bedroom Romantic Mood Atmosphere Fit Car Party and More Shower Laser LightBall Diameter 15 cm,155,low cost but first class children sleeping few minutes thankyou flipcart,06-06-13,June,2013,5
DOJI 6 watt colorWarmWhitespot lightfocus lightwall light Track Lights Ceiling LampMulticolor,599,i liked it very much the light of its light is different and its light is also very good and good and it looks great too,30-01-14,January,2014,5
DOJI 6 watt colorWarmWhitespot lightfocus lightwall light Track Lights Ceiling LampMulticolor,599,great quality product very nice build quality and a bright warm light this product fulfills all the expectations from it you can go fo it without any doubt,11-10-13,October,2013,5
DOJI 6 watt colorWarmWhitespot lightfocus lightwall light Track Lights Ceiling LampMulticolor,599,realy good product value for money although it is w but its bright enough it improve my drawing rooms beauty,03-11-13,November,2013,5
DOJI 6 watt colorWarmWhitespot lightfocus lightwall light Track Lights Ceiling LampMulticolor,599,this decorative spot light is of good quality its  rorating hence it solves my another purpose of highlighing any object while shooting satisfied with the product,20-01-13,January,2013,5
DOJI 6 watt colorWarmWhitespot lightfocus lightwall light Track Lights Ceiling LampMulticolor,599,high quality product and the beam is very bright the size is also compact so it really complements the wall it comes with mount so could be easily hanged on the wall,03-07-13,July,2013,5
DOJI 6 watt colorWarmWhitespot lightfocus lightwall light Track Lights Ceiling LampMulticolor,599,comes with attractive design and shapelight quality is also fineone can easily adjust focus according to need,30-12-12,December,2012,5
DOJI 6 watt colorWarmWhitespot lightfocus lightwall light Track Lights Ceiling LampMulticolor,599,very good product,12-05-12,May,2012,4
VEDRID 10Watt LED Ceiling Down Light White Round Pack of 12 Recessed Ceiling LampWhite,899,good,07-09-13,September,2013,5
VEDRID 10Watt LED Ceiling Down Light White Round Pack of 12 Recessed Ceiling LampWhite,899,totally waste,31-01-14,January,2014,1
VEDRID 10Watt LED Ceiling Down Light White Round Pack of 12 Recessed Ceiling LampWhite,899,products are very gud thank u vedrid and thank u flipkart,01-02-14,February,2014,5
